task,sample_id,recipe,prompt_strength,gold,prediction,correct,format_target_margin,content_target_margin,format_full_entropy,content_full_entropy,format_dla_curve,content_dla_curve,format_attention_curve,content_attention_curve,prompt_tokens,completion_tokens,format_compliance
strategyqa,15,answer_first,0.35,no,no,True,-12.5,-12.5,0.22196589410305023,0.22196589410305023,"[3.827691078186035, 2.2971179485321045, 1.6093418598175049, 0.0852695107460022, 0.6368629336357117, 0.7641019821166992, 0.08682787418365479, -0.6519330739974976, 1.7452402114868164, 1.532396912574768, 1.3511422872543335, -0.08506166934967041, 1.8438302278518677, 4.9914045333862305, 5.0882062911987305, 4.300563812255859, 5.295109748840332, 5.634546279907227, 5.593596458435059, 6.053417205810547, 6.65345573425293, 5.535547256469727, 7.194499969482422, 8.2490816116333, 9.78624153137207, 8.97028923034668, 5.144842147827148, 5.7570600509643555, 10.40488338470459, 11.056574821472168, 9.623300552368164, 12.197043418884277, 44.189456939697266]","[3.827691078186035, 2.2971179485321045, 1.6093418598175049, 0.0852695107460022, 0.6368629336357117, 0.7641019821166992, 0.08682787418365479, -0.6519330739974976, 1.7452402114868164, 1.532396912574768, 1.3511422872543335, -0.08506166934967041, 1.8438302278518677, 4.9914045333862305, 5.0882062911987305, 4.300563812255859, 5.295109748840332, 5.634546279907227, 5.593596458435059, 6.053417205810547, 6.65345573425293, 5.535547256469727, 7.194499969482422, 8.2490816116333, 9.78624153137207, 8.97028923034668, 5.144842147827148, 5.7570600509643555, 10.40488338470459, 11.056574821472168, 9.623300552368164, 12.197043418884277, 44.189456939697266]","[0.2110595703125, 0.2474365234375, 0.258544921875, 0.8408203125, 0.87451171875, 0.86572265625, 0.79833984375, 0.8056640625, 0.75439453125, 0.71875, 0.7275390625, 0.77880859375, 0.6884765625, 0.763671875, 0.5986328125, 0.611328125, 0.6513671875, 0.68603515625, 0.75830078125, 0.74365234375, 0.76806640625, 0.7138671875, 0.712890625, 0.67236328125, 0.69287109375, 0.6181640625, 0.6826171875, 0.62353515625, 0.6005859375, 0.4189453125, 0.383544921875, 0.297119140625]","[0.2110595703125, 0.2474365234375, 0.258544921875, 0.8408203125, 0.87451171875, 0.86572265625, 0.79833984375, 0.8056640625, 0.75439453125, 0.71875, 0.7275390625, 0.77880859375, 0.6884765625, 0.763671875, 0.5986328125, 0.611328125, 0.6513671875, 0.68603515625, 0.75830078125, 0.74365234375, 0.76806640625, 0.7138671875, 0.712890625, 0.67236328125, 0.69287109375, 0.6181640625, 0.6826171875, 0.62353515625, 0.6005859375, 0.4189453125, 0.383544921875, 0.297119140625]",32,25,False
strategyqa,15,answer_first_xml,0.8,no,,False,-9.0625,-16.65625,0.020585158839821815,0.020585158839821815,"[2.6263463497161865, 4.718436241149902, 5.159401893615723, 2.950254440307617, 4.458479404449463, 4.0379743576049805, -0.15056997537612915, 2.042451858520508, 6.44325065612793, 3.4693655967712402, 2.7530338764190674, 1.5108015537261963, 3.740478038787842, 7.671607971191406, 7.88554573059082, 6.56918478012085, 9.11487865447998, 7.385247707366943, 9.281045913696289, 10.869173049926758, 14.049448013305664, 15.361799240112305, 16.80653953552246, 14.268367767333984, 17.548717498779297, 18.977954864501953, 20.26845359802246, 24.79632568359375, 19.150123596191406, 18.345848083496094, 18.27964210510254, 21.75339126586914, 50.68415832519531]","[2.3594374656677246, 4.018633842468262, 7.928555965423584, 6.451021194458008, 5.729434013366699, 6.571765899658203, 6.191338539123535, 3.5911550521850586, 2.6300740242004395, 1.3827037811279297, 3.3121957778930664, 1.989107608795166, 4.1809587478637695, 5.8237786293029785, 3.33665132522583, 0.2859611511230469, 2.521132707595825, 2.901031017303467, 2.4061059951782227, 4.295666217803955, 4.307079792022705, 5.819307327270508, 4.5011444091796875, 3.522401809692383, 5.529045581817627, 6.028981685638428, 3.5093233585357666, 3.216179609298706, 3.7988102436065674, 4.895684719085693, 5.827406883239746, 9.000110626220703, 43.045875549316406]","[0.0982666015625, 0.03521728515625, 0.02716064453125, 0.7939453125, 0.8203125, 0.7705078125, 0.740234375, 0.6806640625, 0.685546875, 0.556640625, 0.658203125, 0.5498046875, 0.5576171875, 0.65478515625, 0.429443359375, 0.466064453125, 0.50927734375, 0.5107421875, 0.61572265625, 0.6171875, 0.70556640625, 0.66064453125, 0.62939453125, 0.65625, 0.72412109375, 0.6044921875, 0.58544921875, 0.623046875, 0.54248046875, 0.404296875, 0.3046875, 0.18994140625]","[0.0982666015625, 0.03521728515625, 0.02716064453125, 0.7939453125, 0.8203125, 0.7705078125, 0.740234375, 0.6806640625, 0.685546875, 0.556640625, 0.658203125, 0.5498046875, 0.5576171875, 0.65478515625, 0.429443359375, 0.466064453125, 0.50927734375, 0.5107421875, 0.61572265625, 0.6171875, 0.70556640625, 0.66064453125, 0.62939453125, 0.65625, 0.72412109375, 0.6044921875, 0.58544921875, 0.623046875, 0.54248046875, 0.404296875, 0.3046875, 0.18994140625]",63,25,False
strategyqa,15,verbose_xml,1.0,no,,False,-7.3125,-10.625,0.19427409768104553,0.19427409768104553,"[2.6263463497161865, 4.789680480957031, 5.840878009796143, 3.1488289833068848, 4.738720893859863, 5.19605827331543, 4.684870719909668, 5.652052402496338, 7.607332229614258, 5.325364589691162, 3.4965763092041016, 3.0146870613098145, 3.152590274810791, 6.96267032623291, 8.844213485717773, 7.150663375854492, 9.639116287231445, 7.8087968826293945, 13.183592796325684, 13.535152435302734, 15.542490005493164, 17.303558349609375, 17.50819969177246, 11.397537231445312, 13.806821823120117, 15.884047508239746, 18.103897094726562, 21.7430477142334, 19.001258850097656, 17.364944458007812, 17.048189163208008, 21.064241409301758, 49.95104217529297]","[2.3594374656677246, 4.062543869018555, 7.956416130065918, 6.866944789886475, 5.798942565917969, 7.2946577072143555, 6.57498836517334, 1.7886466979980469, -0.7673853635787964, 0.5564315915107727, 1.070776343345642, 0.8278867602348328, 3.3403007984161377, 6.229047775268555, 6.0228495597839355, 6.9762420654296875, 7.748292446136475, 7.698378562927246, 7.1935715675354, 6.836572647094727, 6.408104419708252, 7.040263652801514, 9.24024772644043, 7.660422325134277, 9.123331069946289, 9.167207717895508, 7.327363967895508, 8.464510917663574, 10.33871078491211, 11.651449203491211, 12.031705856323242, 14.327400207519531, 46.69470977783203]","[0.09649658203125, 0.08685302734375, 0.083251953125, 0.8310546875, 0.78125, 0.806640625, 0.70654296875, 0.68798828125, 0.6416015625, 0.5498046875, 0.59130859375, 0.59765625, 0.473876953125, 0.56884765625, 0.47412109375, 0.431640625, 0.4677734375, 0.482666015625, 0.61474609375, 0.6298828125, 0.65478515625, 0.6484375, 0.6728515625, 0.7099609375, 0.69873046875, 0.64306640625, 0.64013671875, 0.69970703125, 0.57763671875, 0.45556640625, 0.34423828125, 0.258544921875]","[0.09649658203125, 0.08685302734375, 0.083251953125, 0.8310546875, 0.78125, 0.806640625, 0.70654296875, 0.68798828125, 0.6416015625, 0.5498046875, 0.59130859375, 0.59765625, 0.473876953125, 0.56884765625, 0.47412109375, 0.431640625, 0.4677734375, 0.482666015625, 0.61474609375, 0.6298828125, 0.65478515625, 0.6484375, 0.6728515625, 0.7099609375, 0.69873046875, 0.64306640625, 0.64013671875, 0.69970703125, 0.57763671875, 0.45556640625, 0.34423828125, 0.258544921875]",64,25,False
strategyqa,16,baseline_plain,0.0,yes,no,False,-5.0,-5.0,0.9685070514678955,0.9685070514678955,"[8.236331939697266, 2.6031534671783447, 5.585001468658447, 5.510765075683594, 5.140974998474121, 5.666510581970215, 6.712772846221924, 11.163627624511719, 10.266889572143555, 12.107017517089844, 12.866817474365234, 6.097270488739014, 6.678369522094727, 10.083839416503906, 8.228392601013184, 7.787725925445557, 16.80641746520996, 11.28674602508545, 17.82022476196289, 20.797698974609375, 22.44448471069336, 24.544530868530273, 44.817665100097656, 45.725555419921875, 44.2060546875, 39.98875045776367, 36.80199432373047, 34.822975158691406, 29.62847900390625, 31.170631408691406, 29.818424224853516, 26.28999900817871, 50.3931770324707]","[8.236331939697266, 2.6031534671783447, 5.585001468658447, 5.510765075683594, 5.140974998474121, 5.666510581970215, 6.712772846221924, 11.163627624511719, 10.266889572143555, 12.107017517089844, 12.866817474365234, 6.097270488739014, 6.678369522094727, 10.083839416503906, 8.228392601013184, 7.787725925445557, 16.80641746520996, 11.28674602508545, 17.82022476196289, 20.797698974609375, 22.44448471069336, 24.544530868530273, 44.817665100097656, 45.725555419921875, 44.2060546875, 39.98875045776367, 36.80199432373047, 34.822975158691406, 29.62847900390625, 31.170631408691406, 29.818424224853516, 26.28999900817871, 50.3931770324707]","[0.2193603515625, 0.1651611328125, 0.2200927734375, 0.85986328125, 0.8798828125, 0.87646484375, 0.828125, 0.8359375, 0.75244140625, 0.7001953125, 0.767578125, 0.7177734375, 0.779296875, 0.7431640625, 0.6904296875, 0.6953125, 0.67724609375, 0.71728515625, 0.6669921875, 0.72412109375, 0.74169921875, 0.72802734375, 0.734375, 0.7890625, 0.78955078125, 0.73828125, 0.7119140625, 0.75146484375, 0.63671875, 0.62255859375, 0.5107421875, 0.425048828125]","[0.2193603515625, 0.1651611328125, 0.2200927734375, 0.85986328125, 0.8798828125, 0.87646484375, 0.828125, 0.8359375, 0.75244140625, 0.7001953125, 0.767578125, 0.7177734375, 0.779296875, 0.7431640625, 0.6904296875, 0.6953125, 0.67724609375, 0.71728515625, 0.6669921875, 0.72412109375, 0.74169921875, 0.72802734375, 0.734375, 0.7890625, 0.78955078125, 0.73828125, 0.7119140625, 0.75146484375, 0.63671875, 0.62255859375, 0.5107421875, 0.425048828125]",25,25,False
strategyqa,16,hash_plain,0.15,yes,no,False,-3.84375,-3.84375,1.3682767152786255,1.3682767152786255,"[8.236331939697266, 2.4823968410491943, 4.867430210113525, 4.941233158111572, 4.75227165222168, 4.558996200561523, 2.9856953620910645, 7.686308860778809, 7.146483421325684, 12.255736351013184, 12.294827461242676, 9.741256713867188, 11.391067504882812, 13.796466827392578, 11.482152938842773, 12.847099304199219, 21.396657943725586, 16.603586196899414, 24.87002182006836, 29.004413604736328, 28.601327896118164, 26.98142433166504, 48.50951385498047, 45.57822036743164, 44.634521484375, 39.09545135498047, 36.41706848144531, 36.456016540527344, 31.41423225402832, 32.483116149902344, 30.975404739379883, 27.55188751220703, 51.34611511230469]","[8.236331939697266, 2.4823968410491943, 4.867430210113525, 4.941233158111572, 4.75227165222168, 4.558996200561523, 2.9856953620910645, 7.686308860778809, 7.146483421325684, 12.255736351013184, 12.294827461242676, 9.741256713867188, 11.391067504882812, 13.796466827392578, 11.482152938842773, 12.847099304199219, 21.396657943725586, 16.603586196899414, 24.87002182006836, 29.004413604736328, 28.601327896118164, 26.98142433166504, 48.50951385498047, 45.57822036743164, 44.634521484375, 39.09545135498047, 36.41706848144531, 36.456016540527344, 31.41423225402832, 32.483116149902344, 30.975404739379883, 27.55188751220703, 51.34611511230469]","[0.218994140625, 0.1656494140625, 0.208740234375, 0.8740234375, 0.88720703125, 0.876953125, 0.8818359375, 0.84716796875, 0.765625, 0.73583984375, 0.79248046875, 0.76123046875, 0.71728515625, 0.75634765625, 0.68017578125, 0.638671875, 0.64599609375, 0.787109375, 0.60888671875, 0.6484375, 0.703125, 0.705078125, 0.69873046875, 0.75634765625, 0.76513671875, 0.7392578125, 0.7021484375, 0.77587890625, 0.6162109375, 0.611328125, 0.51708984375, 0.434326171875]","[0.218994140625, 0.1656494140625, 0.208740234375, 0.8740234375, 0.88720703125, 0.876953125, 0.8818359375, 0.84716796875, 0.765625, 0.73583984375, 0.79248046875, 0.76123046875, 0.71728515625, 0.75634765625, 0.68017578125, 0.638671875, 0.64599609375, 0.787109375, 0.60888671875, 0.6484375, 0.703125, 0.705078125, 0.69873046875, 0.75634765625, 0.76513671875, 0.7392578125, 0.7021484375, 0.77587890625, 0.6162109375, 0.611328125, 0.51708984375, 0.434326171875]",26,25,False
strategyqa,16,hash_roomy,0.25,yes,no,False,-4.4375,-4.4375,1.2791292667388916,1.2791292667388916,"[8.236331939697266, 2.3563895225524902, 4.221686363220215, 4.609667778015137, 6.360339164733887, 5.876522064208984, 3.62640380859375, 6.774033546447754, 6.77607536315918, 12.850783348083496, 12.31151008605957, 9.722235679626465, 11.330537796020508, 13.651762008666992, 10.671765327453613, 11.923704147338867, 18.7088565826416, 13.903312683105469, 22.069828033447266, 27.73688507080078, 28.248271942138672, 25.49644660949707, 49.15924072265625, 46.15202713012695, 44.7824592590332, 39.05198669433594, 36.55180740356445, 36.01240158081055, 30.694486618041992, 31.405136108398438, 29.911014556884766, 26.67435073852539, 50.83500289916992]","[8.236331939697266, 2.3563895225524902, 4.221686363220215, 4.609667778015137, 6.360339164733887, 5.876522064208984, 3.62640380859375, 6.774033546447754, 6.77607536315918, 12.850783348083496, 12.31151008605957, 9.722235679626465, 11.330537796020508, 13.651762008666992, 10.671765327453613, 11.923704147338867, 18.7088565826416, 13.903312683105469, 22.069828033447266, 27.73688507080078, 28.248271942138672, 25.49644660949707, 49.15924072265625, 46.15202713012695, 44.7824592590332, 39.05198669433594, 36.55180740356445, 36.01240158081055, 30.694486618041992, 31.405136108398438, 29.911014556884766, 26.67435073852539, 50.83500289916992]","[0.2054443359375, 0.1519775390625, 0.2017822265625, 0.87255859375, 0.8876953125, 0.86083984375, 0.86962890625, 0.828125, 0.76513671875, 0.716796875, 0.79150390625, 0.73291015625, 0.72216796875, 0.73193359375, 0.64453125, 0.59130859375, 0.64208984375, 0.7548828125, 0.58154296875, 0.59033203125, 0.67626953125, 0.67529296875, 0.6884765625, 0.7392578125, 0.75439453125, 0.7255859375, 0.697265625, 0.7578125, 0.6240234375, 0.59716796875, 0.54052734375, 0.44287109375]","[0.2054443359375, 0.1519775390625, 0.2017822265625, 0.87255859375, 0.8876953125, 0.86083984375, 0.86962890625, 0.828125, 0.76513671875, 0.716796875, 0.79150390625, 0.73291015625, 0.72216796875, 0.73193359375, 0.64453125, 0.59130859375, 0.64208984375, 0.7548828125, 0.58154296875, 0.59033203125, 0.67626953125, 0.67529296875, 0.6884765625, 0.7392578125, 0.75439453125, 0.7255859375, 0.697265625, 0.7578125, 0.6240234375, 0.59716796875, 0.54052734375, 0.44287109375]",28,25,False
strategyqa,16,hash_think,0.45,yes,no,False,-7.96875,-7.96875,1.0486489534378052,1.0486489534378052,"[8.236331939697266, 2.262172222137451, 4.2981648445129395, 4.651792049407959, 6.970576286315918, 6.457286834716797, 4.2013349533081055, 7.911036968231201, 7.176154613494873, 10.833261489868164, 11.267871856689453, 8.583353042602539, 10.639537811279297, 13.796831130981445, 11.407508850097656, 11.289085388183594, 21.257896423339844, 14.143027305603027, 20.67576026916504, 26.491012573242188, 28.88450813293457, 26.315168380737305, 46.736114501953125, 43.300270080566406, 41.99429702758789, 37.59563446044922, 34.79003143310547, 33.56019973754883, 29.185596466064453, 28.664379119873047, 27.103485107421875, 25.220277786254883, 48.25126647949219]","[8.236331939697266, 2.262172222137451, 4.2981648445129395, 4.651792049407959, 6.970576286315918, 6.457286834716797, 4.2013349533081055, 7.911036968231201, 7.176154613494873, 10.833261489868164, 11.267871856689453, 8.583353042602539, 10.639537811279297, 13.796831130981445, 11.407508850097656, 11.289085388183594, 21.257896423339844, 14.143027305603027, 20.67576026916504, 26.491012573242188, 28.88450813293457, 26.315168380737305, 46.736114501953125, 43.300270080566406, 41.99429702758789, 37.59563446044922, 34.79003143310547, 33.56019973754883, 29.185596466064453, 28.664379119873047, 27.103485107421875, 25.220277786254883, 48.25126647949219]","[0.1351318359375, 0.11187744140625, 0.1568603515625, 0.8515625, 0.87158203125, 0.84765625, 0.8349609375, 0.783203125, 0.6865234375, 0.6875, 0.771484375, 0.6796875, 0.72705078125, 0.63330078125, 0.58056640625, 0.5537109375, 0.6171875, 0.68017578125, 0.57470703125, 0.6044921875, 0.67626953125, 0.65771484375, 0.6650390625, 0.759765625, 0.7373046875, 0.732421875, 0.6904296875, 0.7353515625, 0.64453125, 0.6044921875, 0.363037109375, 0.25830078125]","[0.1351318359375, 0.11187744140625, 0.1568603515625, 0.8515625, 0.87158203125, 0.84765625, 0.8349609375, 0.783203125, 0.6865234375, 0.6875, 0.771484375, 0.6796875, 0.72705078125, 0.63330078125, 0.58056640625, 0.5537109375, 0.6171875, 0.68017578125, 0.57470703125, 0.6044921875, 0.67626953125, 0.65771484375, 0.6650390625, 0.759765625, 0.7373046875, 0.732421875, 0.6904296875, 0.7353515625, 0.64453125, 0.6044921875, 0.363037109375, 0.25830078125]",41,25,False
strategyqa,16,hash_xml_think,0.7,yes,no,False,-9.65625,-15.9375,0.07197415828704834,0.07197415828704834,"[2.6263463497161865, 4.696959495544434, 5.562740325927734, 2.7951059341430664, 4.686001777648926, 4.667425155639648, 4.4835920333862305, 6.396242141723633, 8.32313060760498, 6.51151180267334, 4.391976356506348, 3.1643803119659424, 3.0269269943237305, 5.711089134216309, 7.093756675720215, 5.307467460632324, 7.252635478973389, 5.507992744445801, 10.82856559753418, 11.489203453063965, 13.041141510009766, 14.873553276062012, 14.788829803466797, 8.973907470703125, 10.727149963378906, 12.010507583618164, 14.401763916015625, 18.902938842773438, 15.537774085998535, 14.486255645751953, 14.952282905578613, 18.491884231567383, 48.14830017089844]","[9.087562561035156, 6.171652793884277, 7.21923828125, 2.541576385498047, 2.3053996562957764, 4.37388801574707, 2.8627047538757324, 0.41634321212768555, 0.9949042797088623, 4.1482954025268555, 5.004126071929932, 7.200295925140381, 7.809796333312988, 7.408775329589844, 4.952274322509766, 9.227386474609375, 8.39008903503418, 7.138419151306152, 9.440135955810547, 6.539911270141602, 9.097071647644043, 8.507036209106445, 8.4952392578125, 9.965815544128418, 8.210418701171875, 10.213577270507812, 9.849477767944336, 9.570694923400879, 11.351035118103027, 11.918505668640137, 10.070323944091797, 11.382197380065918, 41.97744369506836]","[0.10601806640625, 0.09735107421875, 0.08941650390625, 0.83203125, 0.78857421875, 0.8134765625, 0.70654296875, 0.6953125, 0.61279296875, 0.52685546875, 0.556640625, 0.54150390625, 0.439453125, 0.59033203125, 0.4755859375, 0.42333984375, 0.482177734375, 0.47314453125, 0.595703125, 0.658203125, 0.701171875, 0.67919921875, 0.6298828125, 0.72998046875, 0.72705078125, 0.64794921875, 0.62158203125, 0.68994140625, 0.5537109375, 0.38916015625, 0.261474609375, 0.1805419921875]","[0.10601806640625, 0.09735107421875, 0.08941650390625, 0.83203125, 0.78857421875, 0.8134765625, 0.70654296875, 0.6953125, 0.61279296875, 0.52685546875, 0.556640625, 0.54150390625, 0.439453125, 0.59033203125, 0.4755859375, 0.42333984375, 0.482177734375, 0.47314453125, 0.595703125, 0.658203125, 0.701171875, 0.67919921875, 0.6298828125, 0.72998046875, 0.72705078125, 0.64794921875, 0.62158203125, 0.68994140625, 0.5537109375, 0.38916015625, 0.261474609375, 0.1805419921875]",56,25,False
strategyqa,16,hash_selfcheck,0.85,yes,no,False,-9.3125,-15.1875,0.16349145770072937,0.16349145770072937,"[2.6263463497161865, 4.455286026000977, 5.359144687652588, 2.6969776153564453, 4.554311752319336, 5.577981948852539, 4.333232402801514, 5.863919258117676, 8.628849029541016, 8.470329284667969, 6.8211236000061035, 2.946953058242798, 3.5780739784240723, 7.206811428070068, 8.45751953125, 7.425363540649414, 9.101410865783691, 6.9702043533325195, 12.027520179748535, 11.520441055297852, 13.400893211364746, 14.230087280273438, 14.974756240844727, 9.738077163696289, 10.717016220092773, 12.355098724365234, 13.178396224975586, 16.166309356689453, 12.6597900390625, 13.745414733886719, 14.819786071777344, 17.33755874633789, 47.72941207885742]","[9.087562561035156, 6.130212783813477, 7.2956132888793945, 2.2155230045318604, 2.2665605545043945, 4.557804107666016, 5.568331718444824, 0.6785385608673096, 0.6772847175598145, 2.979447603225708, 3.0736851692199707, 3.438901424407959, 6.197834014892578, 6.80181360244751, 5.827969074249268, 9.197232246398926, 8.293277740478516, 6.242795944213867, 8.917144775390625, 5.788451671600342, 10.09577751159668, 9.228636741638184, 9.324756622314453, 10.468133926391602, 8.957460403442383, 9.147850036621094, 9.174575805664062, 10.20855712890625, 12.82878303527832, 13.930743217468262, 9.433832168579102, 11.50550365447998, 41.88368606567383]","[0.0865478515625, 0.07513427734375, 0.068359375, 0.82421875, 0.8095703125, 0.794921875, 0.728515625, 0.669921875, 0.58984375, 0.55712890625, 0.56005859375, 0.60986328125, 0.50390625, 0.6826171875, 0.53173828125, 0.49560546875, 0.5166015625, 0.436767578125, 0.54052734375, 0.66357421875, 0.689453125, 0.64599609375, 0.6181640625, 0.70361328125, 0.6982421875, 0.57373046875, 0.5712890625, 0.57177734375, 0.49853515625, 0.38916015625, 0.252685546875, 0.188232421875]","[0.0865478515625, 0.07513427734375, 0.068359375, 0.82421875, 0.8095703125, 0.794921875, 0.728515625, 0.669921875, 0.58984375, 0.55712890625, 0.56005859375, 0.60986328125, 0.50390625, 0.6826171875, 0.53173828125, 0.49560546875, 0.5166015625, 0.436767578125, 0.54052734375, 0.66357421875, 0.689453125, 0.64599609375, 0.6181640625, 0.70361328125, 0.6982421875, 0.57373046875, 0.5712890625, 0.57177734375, 0.49853515625, 0.38916015625, 0.252685546875, 0.188232421875]",66,25,False
strategyqa,16,answer_first,0.35,yes,no,False,-11.59375,-11.59375,0.3231450319290161,0.3231450319290161,"[4.946242809295654, 3.6215193271636963, 3.2150254249572754, 4.9828643798828125, 2.874140739440918, 3.161684989929199, 3.111863374710083, 4.771267890930176, 9.447628021240234, 8.499237060546875, 5.235941410064697, 1.4703295230865479, 4.016171455383301, 6.771988868713379, 6.005078315734863, 10.565461158752441, 14.158031463623047, 12.562511444091797, 15.601516723632812, 15.437634468078613, 19.216835021972656, 16.265750885009766, 18.40191078186035, 20.834392547607422, 22.95721435546875, 25.025819778442383, 22.358131408691406, 19.035858154296875, 19.588132858276367, 21.071550369262695, 17.083921432495117, 18.817489624023438, 44.40296173095703]","[4.946242809295654, 3.6215193271636963, 3.2150254249572754, 4.9828643798828125, 2.874140739440918, 3.161684989929199, 3.111863374710083, 4.771267890930176, 9.447628021240234, 8.499237060546875, 5.235941410064697, 1.4703295230865479, 4.016171455383301, 6.771988868713379, 6.005078315734863, 10.565461158752441, 14.158031463623047, 12.562511444091797, 15.601516723632812, 15.437634468078613, 19.216835021972656, 16.265750885009766, 18.40191078186035, 20.834392547607422, 22.95721435546875, 25.025819778442383, 22.358131408691406, 19.035858154296875, 19.588132858276367, 21.071550369262695, 17.083921432495117, 18.817489624023438, 44.40296173095703]","[0.2490234375, 0.255859375, 0.274658203125, 0.84228515625, 0.8779296875, 0.8642578125, 0.81982421875, 0.80908203125, 0.73046875, 0.71875, 0.75, 0.80419921875, 0.69580078125, 0.787109375, 0.60791015625, 0.61767578125, 0.67724609375, 0.7294921875, 0.76171875, 0.75537109375, 0.7578125, 0.73876953125, 0.748046875, 0.68212890625, 0.67724609375, 0.5947265625, 0.69384765625, 0.61376953125, 0.57470703125, 0.394775390625, 0.361328125, 0.32763671875]","[0.2490234375, 0.255859375, 0.274658203125, 0.84228515625, 0.8779296875, 0.8642578125, 0.81982421875, 0.80908203125, 0.73046875, 0.71875, 0.75, 0.80419921875, 0.69580078125, 0.787109375, 0.60791015625, 0.61767578125, 0.67724609375, 0.7294921875, 0.76171875, 0.75537109375, 0.7578125, 0.73876953125, 0.748046875, 0.68212890625, 0.67724609375, 0.5947265625, 0.69384765625, 0.61376953125, 0.57470703125, 0.394775390625, 0.361328125, 0.32763671875]",25,25,False
strategyqa,16,answer_first_xml,0.8,yes,,False,-9.3125,-18.9375,0.01269648689776659,0.01269648689776659,"[2.6263463497161865, 4.697877407073975, 5.172479629516602, 2.996249198913574, 4.657773494720459, 4.281832218170166, 0.12821578979492188, 2.2650599479675293, 6.930633544921875, 4.622411251068115, 3.661871910095215, 2.120278835296631, 3.855151653289795, 7.7735595703125, 7.654080867767334, 5.831008434295654, 7.937517166137695, 6.408987998962402, 8.975311279296875, 10.631959915161133, 13.370177268981934, 15.02682113647461, 15.973845481872559, 14.94863510131836, 18.578292846679688, 19.333473205566406, 20.41726303100586, 24.41320037841797, 19.216094970703125, 18.723913192749023, 18.74718475341797, 21.269996643066406, 50.98387908935547]","[9.087562561035156, 6.17047119140625, 7.781871318817139, 2.6444880962371826, 2.3997652530670166, 3.6719746589660645, 2.390146493911743, 1.2736196517944336, 1.325061321258545, -0.917387068271637, 1.1609537601470947, 2.6228013038635254, 2.216390609741211, 5.193999290466309, 1.2737222909927368, -0.9210033416748047, -0.048580169677734375, -1.0576553344726562, -0.48249608278274536, -0.5022451877593994, 2.269486427307129, 3.1210970878601074, 0.7867292165756226, 1.869976282119751, 3.7858545780181885, 5.739469528198242, 4.688084125518799, 2.4524753093719482, 5.557470798492432, 7.685171127319336, 8.199410438537598, 10.675474166870117, 41.34741973876953]","[0.11138916015625, 0.03509521484375, 0.029815673828125, 0.7958984375, 0.82470703125, 0.76708984375, 0.75341796875, 0.685546875, 0.67431640625, 0.54150390625, 0.66015625, 0.5791015625, 0.5693359375, 0.65380859375, 0.442626953125, 0.457763671875, 0.51904296875, 0.50927734375, 0.5859375, 0.64697265625, 0.73095703125, 0.66357421875, 0.61865234375, 0.646484375, 0.72412109375, 0.587890625, 0.56494140625, 0.619140625, 0.5439453125, 0.392333984375, 0.2138671875, 0.127685546875]","[0.11138916015625, 0.03509521484375, 0.029815673828125, 0.7958984375, 0.82470703125, 0.76708984375, 0.75341796875, 0.685546875, 0.67431640625, 0.54150390625, 0.66015625, 0.5791015625, 0.5693359375, 0.65380859375, 0.442626953125, 0.457763671875, 0.51904296875, 0.50927734375, 0.5859375, 0.64697265625, 0.73095703125, 0.66357421875, 0.61865234375, 0.646484375, 0.72412109375, 0.587890625, 0.56494140625, 0.619140625, 0.5439453125, 0.392333984375, 0.2138671875, 0.127685546875]",56,25,False
